GEOID,NAME,year,total_pop,white_nh,black_nh,native_nh,asian_nh,nhpi_nh,other_nh,two_plus_nh,hispanic,pct_white_nh,pct_black_nh,pct_asian_nh,pct_hispanic,pct_poc,median_income,median_home_value,housing_units_total,owner_occupied,renter_occupied,homeownership_rate,renter_rate
06085504414,"Census Tract 5044.14, Santa Clara County, California",2013,5797,573,83,0,4322,1,0,380,438,0.09884422977402105,0.014317750560634812,0.7455580472658272,0.07555632223563913,0.9011557702259789,118824,635500,1552,1227,325,0.7905927835051546,0.20940721649484537
06085504415,"Census Tract 5044.15, Santa Clara County, California",2013,5288,945,58,0,3440,0,0,161,684,0.17870650529500756,0.01096822995461422,0.6505295007564297,0.12934947049924356,0.8212934947049925,130469,652100,1577,1318,259,0.8357641090678504,0.16423589093214966
06085504504,"Census Tract 5045.04, Santa Clara County, California",2013,9566,1286,409,19,5640,0,5,308,1899,0.13443445536274304,0.042755592724231656,0.5895881246079866,0.19851557599832742,0.865565544637257,112045,444200,2600,1296,1304,0.49846153846153846,0.5015384615384615
06085507703,"Census Tract 5077.03, Santa Clara County, California",2013,7624,3212,7,0,4039,2,14,217,133,0.4213011542497377,9.181532004197271e-4,0.5297743966421826,0.017444910807974816,0.5786988457502623,131018,1000001,2733,1630,1103,0.5964141968532748,0.4035858031467252
06085506502,"Census Tract 5065.02, Santa Clara County, California",2013,4040,2939,144,0,363,53,0,132,409,0.7274752475247525,0.03564356435643564,0.08985148514851485,0.10123762376237624,0.27252475247524754,96849,471100,1927,915,1012,0.47483134405812144,0.5251686559418786
06085506605,"Census Tract 5066.05, Santa Clara County, California",2013,4186,1594,132,0,979,0,13,226,1242,0.3807931199235547,0.03153368370759675,0.23387482083134256,0.2967032967032967,0.6192068800764453,85054,643500,1507,606,901,0.40212342402123424,0.5978765759787658
06085506606,"Census Tract 5066.06, Santa Clara County, California",2013,4094,1984,33,8,999,0,0,143,927,0.4846116267708842,0.00806057645334636,0.24401563263312165,0.22642892037127504,0.5153883732291158,86250,665100,1635,852,783,0.5211009174311927,0.47889908256880737
06085507807,"Census Tract 5078.07, Santa Clara County, California",2013,3170,676,0,23,2397,0,0,63,11,0.21324921135646688,0,0.7561514195583596,0.003470031545741325,0.7867507886435331,130174,1000001,1046,743,303,0.7103250478011472,0.28967495219885275
06085507904,"Census Tract 5079.04, Santa Clara County, California",2013,3511,1001,60,40,2203,0,64,84,59,0.28510395898604385,0.01708914839077186,0.6274565650811734,0.016804329250925662,0.7148960410139562,167143,1000001,1096,923,173,0.8421532846715328,0.15784671532846714
06013340001,"Census Tract 3400.01, Contra Costa County, California",2013,5502,3932,125,0,551,59,0,103,732,0.7146492184660124,0.022719011268629588,0.10014540167211923,0.13304252998909488,0.28535078153398763,81541,545000,2384,1434,950,0.6015100671140939,0.39848993288590606
06013343003,"Census Tract 3430.03, Contra Costa County, California",2013,3931,3435,2,5,299,0,0,46,144,0.873823454591707,5.087763927753752e-4,0.07606207071991859,0.03663190027982702,0.12617654540829304,107361,825800,1394,1103,291,0.7912482065997131,0.20875179340028693
06013345103,"Census Tract 3451.03, Contra Costa County, California",2013,4838,3199,0,0,846,0,0,425,368,0.6612236461347665,0,0.17486564696155435,0.07606448945845391,0.3387763538652335,109750,622000,1867,1488,379,0.7970005356186395,0.20299946438136046
06013345105,"Census Tract 3451.05, Contra Costa County, California",2013,6425,5113,42,47,683,0,0,120,420,0.7957976653696498,0.006536964980544747,0.10630350194552529,0.06536964980544747,0.2042023346303502,112452,706700,2249,1707,542,0.7590040017785683,0.24099599822143175
06013345108,"Census Tract 3451.08, Contra Costa County, California",2013,7443,4319,94,34,2009,38,17,232,700,0.5802767701195755,0.01262931613596668,0.2699180437995432,0.09404809888485825,0.41972322988042454,132406,619700,3223,2541,682,0.78839590443686,0.21160409556313994
06013346201,"Census Tract 3462.01, Contra Costa County, California",2013,7627,6360,32,0,447,0,0,397,391,0.8338796381277042,0.004195620820768323,0.05860757834010751,0.05126524190376295,0.16612036187229584,132760,1000001,2712,2325,387,0.8573008849557522,0.1426991150442478
06013348000,"Census Tract 3480, Contra Costa County, California",2013,4562,3673,10,0,366,0,70,203,240,0.8051293292415607,0.0021920210434020165,0.08022797018851381,0.0526085050416484,0.19487067075843933,173611,1000001,1620,1476,144,0.9111111111111111,0.08888888888888889
06013355304,"Census Tract 3553.04, Contra Costa County, California",2013,7743,6047,189,33,635,22,0,210,607,0.7809634508588402,0.024409143742735374,0.08200955701924319,0.07839338757587498,0.21903654914115978,104688,490600,2971,2597,374,0.8741164591046786,0.12588354089532144
06013356002,"Census Tract 3560.02, Contra Costa County, California",2013,5760,2078,900,20,1485,123,30,142,982,0.3607638888888889,0.15625,0.2578125,0.17048611111111112,0.6392361111111111,115625,461400,1991,1550,441,0.77850326469111,0.22149673530889
06013359204,"Census Tract 3592.04, Contra Costa County, California",2013,4676,773,527,26,2452,10,0,177,711,0.16531223267750214,0.11270316509837468,0.5243798118049615,0.1520530367835757,0.8346877673224978,114423,401000,1482,1253,229,0.8454790823211876,0.1545209176788124
06013365002,"Census Tract 3650.02, Contra Costa County, California",2013,5284,173,1381,0,557,0,8,216,2949,0.032740348221044664,0.2613550340651022,0.10541256623769871,0.558099924299773,0.9672596517789553,40903,159400,1477,564,913,0.3818551117129316,0.6181448882870684
06013366002,"Census Tract 3660.02, Contra Costa County, California",2013,6141,522,817,31,821,81,34,148,3687,0.08500244259892525,0.13304022146230254,0.1336915811757043,0.600390815828041,0.9149975574010747,46354,172900,1663,709,954,0.4263379434756464,0.5736620565243535
06013367200,"Census Tract 3672, Contra Costa County, California",2013,5459,561,923,0,1521,29,0,110,2315,0.10276607437259572,0.16907858582157903,0.27862245832570065,0.4240703425535812,0.8972339256274042,49583,185700,1604,800,804,0.49875311720698257,0.5012468827930174
06013369001,"Census Tract 3690.01, Contra Costa County, California",2013,6940,1251,1643,31,1090,0,0,143,2782,0.1802593659942363,0.23674351585014408,0.15706051873198848,0.400864553314121,0.8197406340057637,32917,126900,2296,679,1617,0.29573170731707316,0.7042682926829268
06013373000,"Census Tract 3730, Contra Costa County, California",2013,4081,62,475,15,494,11,0,0,3024,0.015192354814996324,0.11639304092134281,0.12104876255819652,0.7409948542024014,0.9848076451850036,42905,142700,1090,565,525,0.518348623853211,0.481651376146789
06013377000,"Census Tract 3770, Contra Costa County, California",2013,6855,541,1435,19,295,0,42,66,4457,0.07892049598832969,0.20933625091174327,0.043034281546316555,0.65018234865062,0.9210795040116703,31350,110000,2212,858,1354,0.38788426763110306,0.6121157323688969
06013385200,"Census Tract 3852, Contra Costa County, California",2013,1202,585,46,17,404,0,0,23,127,0.48668885191347755,0.03826955074875208,0.33610648918469216,0.10565723793677205,0.5133111480865225,110278,600400,528,485,43,0.9185606060606061,0.08143939393939394
06013388000,"Census Tract 3880, Contra Costa County, California",2013,2853,1409,120,0,787,0,20,147,370,0.49386610585348756,0.04206098843322818,0.27584998247458814,0.12968804766912023,0.5061338941465124,84297,495000,1166,539,627,0.46226415094339623,0.5377358490566038
06013391000,"Census Tract 3910, Contra Costa County, California",2013,2488,2025,25,0,285,0,0,101,52,0.8139067524115756,0.01004823151125402,0.11454983922829581,0.02090032154340836,0.18609324758842438,129340,765300,1043,911,132,0.8734419942473634,0.12655800575263662
06013392000,"Census Tract 3920, Contra Costa County, California",2013,2667,1975,26,0,282,0,0,263,121,0.7405324334458193,0.00974878140232471,0.10573678290213723,0.045369328833895765,0.2594675665541807,140139,738700,1133,979,154,0.8640776699029126,0.13592233009708737
06013374000,"Census Tract 3740, Contra Costa County, California",2013,4862,1014,579,0,801,0,0,110,2358,0.20855614973262032,0.11908679555738379,0.16474701768819416,0.48498560263266144,0.7914438502673797,51481,222100,1742,855,887,0.4908151549942595,0.5091848450057406
06013379000,"Census Tract 3790, Contra Costa County, California",2013,6148,138,2235,0,143,0,8,9,3615,0.022446324007807418,0.36353285621340276,0.023259596616785946,0.5879960962914769,0.9775536759921926,35528,165200,1807,679,1128,0.37576092971776426,0.6242390702822358
06013381000,"Census Tract 3810, Contra Costa County, California",2013,6481,632,2870,0,304,0,0,69,2606,0.09751581546057707,0.4428328961580003,0.046906341613948466,0.40209844159851876,0.9024841845394229,48509,171900,1986,779,1207,0.39224572004028196,0.607754279959718
06013382000,"Census Tract 3820, Contra Costa County, California",2013,7039,679,3209,0,983,0,0,60,2108,0.09646256570535587,0.45588862054269075,0.13965051853956528,0.2994743571530047,0.9035374342946442,33489,213700,2527,918,1609,0.36327661258409183,0.6367233874159082
06013383000,"Census Tract 3830, Contra Costa County, California",2013,5124,2343,556,26,1294,18,0,342,545,0.4572599531615925,0.10850897736143637,0.25253708040593287,0.10636221701795472,0.5427400468384075,63606,365500,2047,1138,909,0.5559355153883733,0.4440644846116268
06013384000,"Census Tract 3840, Contra Costa County, California",2013,3885,2214,233,0,596,0,19,407,416,0.5698841698841699,0.05997425997425997,0.1534105534105534,0.10707850707850708,0.4301158301158301,107569,566900,1596,1429,167,0.89536340852130325,0.10463659147869674
06013313101,"Census Tract 3131.01, Contra Costa County, California",2013,7440,1661,1442,62,1193,37,151,398,2496,0.22325268817204302,0.19381720430107527,0.1603494623655914,0.33548387096774196,0.776747311827957,42803,183700,2752,1243,1509,0.451671511627907,0.548328488372093
06013335000,"Census Tract 3350, Contra Costa County, California",2013,3444,1965,69,11,320,17,0,243,819,0.5705574912891986,0.02003484320557491,0.09291521486643438,0.23780487804878048,0.42944250871080136,70357,362700,1262,859,403,0.6806656101426307,0.3193343898573692
06085505006,"Census Tract 5050.06, Santa Clara County, California",2013,3589,992,61,0,2257,0,12,69,198,0.2764001114516578,0.01699637782112009,0.6288659793814433,0.05516857063248816,0.7235998885483421,142305,497700,1791,598,1193,0.33389168062534896,0.666108319374651
06085505700,"Census Tract 5057, Santa Clara County, California",2013,6280,3431,181,69,839,49,73,193,1445,0.5463375796178344,0.028821656050955415,0.13359872611464968,0.2300955414012739,0.45366242038216564,69245,640500,2448,809,1639,0.3304738562091503,0.6695261437908496
06085506103,"Census Tract 5061.03, Santa Clara County, California",2013,4659,1673,71,27,2256,16,0,227,389,0.3590899334621163,0.015239321742863276,0.4842240824211204,0.08349431208413823,0.6409100665378837,111964,789400,1627,1009,618,0.620159803318992,0.379840196681008
06085506202,"Census Tract 5062.02, Santa Clara County, California",2013,7229,3041,183,49,3157,18,0,135,646,0.42066675888781296,0.025314704661778945,0.43671323834555265,0.08936229077327432,0.579333241112187,119904,843000,2571,1680,891,0.6534422403733956,0.34655775962660446
06085506301,"Census Tract 5063.01, Santa Clara County, California",2013,5583,2519,272,36,1535,0,0,212,1009,0.45119111588751565,0.04871932652695683,0.2749417875694071,0.18072720759448324,0.5488088841124843,65779,573300,2327,591,1736,0.2539750752041255,0.7460249247958746
06085506302,"Census Tract 5063.02, Santa Clara County, California",2013,6283,2964,364,14,1569,0,12,174,1186,0.4717491644119051,0.05793410791023396,0.24972147063504696,0.18876332961960846,0.5282508355880948,97360,682600,2510,1487,1023,0.5924302788844622,0.40756972111553785
06085506304,"Census Tract 5063.04, Santa Clara County, California",2013,5473,1913,197,9,1529,16,19,84,1706,0.3495340763749315,0.0359948839758816,0.27937145989402523,0.31171204092819293,0.6504659236250685,65779,572800,1956,441,1515,0.2254601226993865,0.7745398773006135
06085503304,"Census Tract 5033.04, Santa Clara County, California",2013,6393,240,187,19,2883,101,102,62,2799,0.03754106053496011,0.029250743000156423,0.4509619896762084,0.4378226184889723,0.9624589394650399,49063,277300,1763,944,819,0.5354509359047079,0.4645490640952921
06085502906,"Census Tract 5029.06, Santa Clara County, California",2013,4316,2473,306,0,551,0,0,225,761,0.5729842446709916,0.07089898053753475,0.12766450417052827,0.1763206672845227,0.4270157553290084,88870,556600,1505,961,544,0.6385382059800665,0.36146179401993356
06085503001,"Census Tract 5030.01, Santa Clara County, California",2013,4246,3124,29,0,348,0,0,239,506,0.7357512953367875,0.0068299576071596795,0.08195949128591616,0.11917098445595854,0.2642487046632125,126167,817800,1618,1306,312,0.8071693448702101,0.19283065512978986
06085503108,"Census Tract 5031.08, Santa Clara County, California",2013,8044,2043,253,3,2827,0,8,207,2703,0.2539781203381402,0.03145201392342118,0.3514420686225758,0.33602685231228246,0.7460218796618598,90188,630000,2756,1190,1566,0.43178519593613934,0.5682148040638607
06085503312,"Census Tract 5033.12, Santa Clara County, California",2013,3623,910,354,0,902,29,0,55,1373,0.25117306099917197,0.09770908087220535,0.24896494617720122,0.3789677063207287,0.748826939000828,102426,665500,1019,855,164,0.8390578999018645,0.16094210009813542
06013323000,"Census Tract 3230, Contra Costa County, California",2013,4787,3380,30,7,391,48,0,264,667,0.7060789638604554,0.006266973052015876,0.08167954877794026,0.1393357008564863,0.29392103613954457,91250,459700,1752,1359,393,0.7756849315068494,0.2243150684931507
06013326000,"Census Tract 3260, Contra Costa County, California",2013,3731,2863,88,0,162,0,14,89,515,0.7673545966228893,0.023586169927633342,0.04341999463950683,0.13803269900830875,0.2326454033771107,96154,638100,1414,1038,376,0.7340876944837341,0.26591230551626593
06013333200,"Census Tract 3332, Contra Costa County, California",2013,5899,3483,69,0,440,34,10,294,1569,0.5904390574673674,0.011696897779284624,0.07458891337514834,0.2659772842854721,0.40956094253263264,75357,401100,2158,1594,564,0.7386468952734013,0.26135310472659873
06013341000,"Census Tract 3410, Contra Costa County, California",2013,4897,3818,212,32,258,0,0,253,324,0.7796610169491526,0.04329181131304881,0.05268531754135185,0.06616295691239535,0.22033898305084743,92926,755900,1924,1215,709,0.6314968814968815,0.3685031185031185
06013343002,"Census Tract 3430.02, Contra Costa County, California",2013,4719,3288,11,8,467,0,69,170,706,0.6967577876668786,0.002331002331002331,0.09896164441618988,0.14960796778978597,0.30324221233312143,97500,694700,1940,1366,574,0.7041237113402062,0.2958762886597938
06013345101,"Census Tract 3451.01, Contra Costa County, California",2013,5556,3452,286,0,1309,0,0,57,452,0.6213102951763859,0.05147588192944565,0.23560115190784736,0.08135349172066235,0.3786897048236141,105393,598900,1858,1292,566,0.6953713670613563,0.30462863293864373
06081601601,"Census Tract 6016.01, San Mateo County, California",2013,2693,520,56,0,896,0,0,61,1160,0.19309320460453028,0.0207946528035648,0.3327144448570368,0.4307463795024137,0.8069067953954697,71895,148200,843,567,276,0.6725978647686833,0.3274021352313167
06081603200,"Census Tract 6032, San Mateo County, California",2013,3909,2754,67,6,233,0,15,213,621,0.7045280122793554,0.017139933486825274,0.05960603734970581,0.15886415963161934,0.29547198772064465,100865,624100,1419,1097,322,0.7730796335447498,0.22692036645525018
06081604102,"Census Tract 6041.02, San Mateo County, California",2013,2723,648,148,9,1175,53,0,140,550,0.237972824091076,0.05435181784796181,0.4315093646713184,0.20198310686742563,0.762027175908924,59783,266200,1532,390,1142,0.2545691906005222,0.7454308093994778
06081604900,"Census Tract 6049, San Mateo County, California",2013,3127,1391,14,0,1534,10,0,72,106,0.4448353054045411,0.004477134633834346,0.49056603773584906,0.03389830508474576,0.5551646945954589,90234,1000001,1213,954,259,0.786479802143446,0.213520197856554
06081605000,"Census Tract 6050, San Mateo County, California",2013,8169,4564,163,17,2684,7,0,312,422,0.5586975149957155,0.01995348267841841,0.32855918717101235,0.05165870975639613,0.4413024850042845,113542,1000001,2839,1890,949,0.6657273687918281,0.3342726312081719
06081605100,"Census Tract 6051, San Mateo County, California",2013,3018,1805,19,0,555,0,0,122,517,0.598078197481776,0.006295559973492379,0.18389662027833,0.17130550033134526,0.40192180251822396,82440,1000001,1392,534,858,0.38362068965517243,0.6163793103448276
06081605200,"Census Tract 6052, San Mateo County, California",2013,3903,2691,24,6,710,23,0,139,310,0.6894696387394312,0.006149116064565719,0.18191135024340252,0.07942608250064054,0.31053036126056877,155230,1000001,1293,1066,227,0.8244392884764115,0.17556071152358854
06081606200,"Census Tract 6062, San Mateo County, California",2013,8646,1217,403,0,800,498,0,138,5590,0.1407587323617858,0.04661114966458478,0.09252833680314597,0.6465417534119824,0.8592412676382142,74119,571100,2271,744,1527,0.3276089828269485,0.6723910171730515
06081606500,"Census Tract 6065, San Mateo County, California",2013,3628,2725,19,0,566,28,0,133,157,0.7511025358324146,0.005237045203969129,0.15600882028665933,0.04327453142227122,0.2488974641675854,156429,1000001,1354,1150,204,0.8493353028064993,0.15066469719350073
06081606600,"Census Tract 6066, San Mateo County, California",2013,3528,1748,37,0,728,0,10,123,882,0.4954648526077097,0.010487528344671202,0.20634920634920634,0.25,0.5045351473922903,96625,843800,1405,820,585,0.5836298932384342,0.41637010676156583
06081606900,"Census Tract 6069, San Mateo County, California",2013,2445,1487,30,0,575,16,0,143,194,0.6081799591002045,0.012269938650306749,0.23517382413087934,0.07934560327198364,0.3918200408997955,131544,985600,861,741,120,0.8606271777003485,0.13937282229965156
06081607600,"Census Tract 6076, San Mateo County, California",2013,3320,1699,71,3,491,21,14,151,870,0.5117469879518072,0.0213855421686747,0.14789156626506025,0.2620481927710843,0.4882530120481928,91776,676100,1291,881,410,0.6824167312161116,0.3175832687838885
06081601603,"Census Tract 6016.03, San Mateo County, California",2013,6154,602,72,0,4337,10,308,147,678,0.0978225544361391,0.011699707507312317,0.7047448813779655,0.11017224569385765,0.9021774455638609,105198,568100,1866,1298,568,0.6956055734190782,0.30439442658092175
06081602100,"Census Tract 6021, San Mateo County, California",2013,3261,383,80,21,375,128,0,120,2154,0.11744863538791782,0.024532352039251762,0.11499540018399264,0.6605335786568537,0.8825513646120822,60139,542700,1001,321,680,0.3206793206793207,0.6793206793206793
06085503333,"Census Tract 5033.33, Santa Clara County, California",2013,4396,1147,80,20,2054,0,0,114,981,0.260919017288444,0.018198362147406732,0.4672429481346679,0.22315741583257506,0.739080982711556,123750,540400,1279,1107,172,0.8655199374511336,0.1344800625488663
06085503334,"Census Tract 5033.34, Santa Clara County, California",2013,9124,2332,121,0,5485,0,74,202,910,0.25558965366067515,0.0132617273125822,0.6011617711530031,0.09973695747479176,0.7444103463393248,196250,1000001,2557,2387,170,0.9335158388736801,0.06648416112631991
06085503336,"Census Tract 5033.36, Santa Clara County, California",2013,3517,162,32,0,1809,41,27,183,1263,0.04606198464600512,0.009098663633778788,0.5143588285470572,0.3591128802957066,0.9539380153539949,90298,429300,847,597,250,0.704840613931523,0.29515938606847697
06085503337,"Census Tract 5033.37, Santa Clara County, California",2013,3844,244,36,6,2643,0,0,61,854,0.06347554630593132,0.009365244536940686,0.6875650364203955,0.22216441207075963,0.9365244536940687,81835,323800,949,724,225,0.7629083245521602,0.23709167544783982
06085503710,"Census Tract 5037.10, Santa Clara County, California",2013,3302,119,22,0,1081,0,0,28,2052,0.03603876438522108,0.006662628709872804,0.3273773470623864,0.6214415505754088,0.9639612356147789,29967,299100,921,277,644,0.3007600434310532,0.6992399565689468
06085503711,"Census Tract 5037.11, Santa Clara County, California",2013,5062,327,137,35,480,0,83,42,3958,0.0645989727380482,0.027064401422362702,0.09482418016594231,0.7819043856183326,0.9354010272619518,51875,348700,1051,410,641,0.390104662226451,0.609895337773549
06085503712,"Census Tract 5037.12, Santa Clara County, California",2013,3939,314,184,0,1469,19,7,90,1856,0.07971566387407972,0.04671236354404671,0.37293729372937295,0.4711855800964712,0.9202843361259203,48594,241300,1336,357,979,0.26721556886227543,0.7327844311377245
06085503713,"Census Tract 5037.13, Santa Clara County, California",2013,3248,184,0,0,1106,6,0,53,1899,0.05665024630541872,0,0.34051724137931033,0.5846674876847291,0.9433497536945813,26328,205800,1127,255,872,0.22626441881100265,0.7737355811889973
06085503902,"Census Tract 5039.02, Santa Clara County, California",2013,5735,625,212,9,992,0,19,32,3846,0.10897994768962511,0.03696599825632084,0.17297297297297298,0.6706190061028771,0.8910200523103748,55227,388800,1502,568,934,0.3781624500665779,0.6218375499334221
06085503903,"Census Tract 5039.03, Santa Clara County, California",2013,3597,250,8,11,1162,55,0,64,2047,0.06950236308034473,0.0022240756185710315,0.3230469835974423,0.5690853489018627,0.9304976369196553,46098,401000,944,457,487,0.4841101694915254,0.5158898305084746
06085504322,"Census Tract 5043.22, Santa Clara County, California",2013,5331,759,306,0,3693,130,0,55,388,0.14237478897017444,0.057400112549240295,0.6927405740011255,0.07278184205589945,0.8576252110298256,121400,572500,2040,729,1311,0.3573529411764706,0.6426470588235295
06085504323,"Census Tract 5043.23, Santa Clara County, California",2013,6221,533,10,41,4185,0,0,108,1344,0.08567754380324706,0.0016074586079408454,0.6727214274232438,0.21604243690724964,0.9143224561967529,94306,541100,1807,1018,789,0.5633646928610957,0.43663530713890425
06085505009,"Census Tract 5050.09, Santa Clara County, California",2013,6847,1709,430,0,2123,0,0,385,2200,0.2495983642471155,0.06280122681466335,0.3100628012268147,0.32130860230757996,0.7504016357528844,67095,72700,2290,1165,1125,0.5087336244541485,0.4912663755458515
06085508003,"Census Tract 5080.03, Santa Clara County, California",2013,2278,783,0,23,1259,0,0,64,149,0.3437225636523266,0,0.5526777875329236,0.06540825285338016,0.6562774363476733,101765,828200,752,339,413,0.4507978723404255,0.5492021276595744
06085508004,"Census Tract 5080.04, Santa Clara County, California",2013,6338,1571,0,0,3785,0,81,111,790,0.24786999053329126,0,0.5971915430735247,0.12464499842221521,0.7521300094667087,105200,987300,2156,1154,1002,0.5352504638218923,0.4647495361781076
06085508507,"Census Tract 5085.07, Santa Clara County, California",2013,2737,649,40,0,1603,0,94,165,186,0.237120935330654,0.014614541468761417,0.5856777493606138,0.0679576178297406,0.762879064669346,101528,357000,1273,384,889,0.3016496465043205,0.6983503534956795
06085508508,"Census Tract 5085.08, Santa Clara County, California",2013,5285,1686,171,0,2167,10,31,250,970,0.3190160832544939,0.03235572374645222,0.41002838221381266,0.18353831598864712,0.6809839167455061,90671,742100,1857,754,1103,0.40603123317178247,0.5939687668282175
06085504423,"Census Tract 5044.23, Santa Clara County, California",2013,2472,614,139,0,1005,100,0,21,593,0.2483818770226537,0.05622977346278317,0.4065533980582524,0.23988673139158576,0.7516181229773463,87188,519500,663,532,131,0.8024132730015083,0.1975867269984917
06085505008,"Census Tract 5050.08, Santa Clara County, California",2013,5081,1178,136,0,3132,0,10,212,413,0.2318441251722102,0.026766384569966543,0.6164140917142295,0.08128321196614839,0.7681558748277898,124229,NA,2453,13,2440,0.005299633102323685,0.9947003668976763
06085511301,"Census Tract 5113.01, Santa Clara County, California",2013,3685,2587,51,0,574,0,10,164,299,0.7020352781546811,0.01383989145183175,0.15576662143826323,0.08113975576662144,0.29796472184531886,84198,1000001,1768,774,994,0.43778280542986425,0.5622171945701357
06085508504,"Census Tract 5085.04, Santa Clara County, California",2013,8096,1519,166,0,4563,0,55,171,1622,0.18762351778656128,0.02050395256916996,0.5636116600790514,0.20034584980237155,0.8123764822134387,91759,689100,3218,395,2823,0.12274704785581106,0.877252952144189
06085508505,"Census Tract 5085.05, Santa Clara County, California",2013,4313,1751,30,0,1826,0,0,194,512,0.4059819151402736,0.006955715279387897,0.42337120333874334,0.11871087410155344,0.5940180848597264,107059,653400,1842,1039,803,0.5640608034744843,0.43593919652551577
06085508704,"Census Tract 5087.04, Santa Clara County, California",2013,5083,1476,159,41,2384,89,13,48,873,0.2903796970293134,0.03128073972063742,0.4690143615974818,0.1717489671453866,0.7096203029706867,84847,505500,2403,499,1904,0.20765709529754472,0.7923429047024553
06075042800,"Census Tract 428, San Francisco County, California",2013,2459,1694,0,0,443,0,0,102,220,0.6888979259861733,0,0.18015453436356244,0.08946726311508743,0.3111020740138267,217344,1000001,917,746,171,0.8135223555070883,0.18647764449291168
06001443321,"Census Tract 4433.21, Alameda County, California",2013,3330,608,60,0,2441,0,0,27,194,0.1825825825825826,0.018018018018018018,0.733033033033033,0.058258258258258255,0.8174174174174174,98676,378000,1208,595,613,0.4925496688741722,0.5074503311258278
06001444301,"Census Tract 4443.01, Alameda County, California",2013,3912,1087,52,17,1125,0,42,144,1445,0.27786298568507156,0.013292433537832311,0.2875766871165644,0.3693762781186094,0.7221370143149284,79844,457100,1167,858,309,0.7352185089974294,0.2647814910025707
06001444601,"Census Tract 4446.01, Alameda County, California",2013,5166,1958,323,37,1333,49,30,136,1300,0.3790166473093302,0.06252419667053813,0.2580332946186605,0.2516453735965931,0.6209833526906698,97618,462900,1439,1164,275,0.8088950660180682,0.1911049339819319
06001443322,"Census Tract 4433.22, Alameda County, California",2013,3383,813,136,24,2095,35,15,61,204,0.24031924327519952,0.04020100502512563,0.6192728347620455,0.06030150753768844,0.7596807567248005,136574,688900,944,785,159,0.8315677966101694,0.1684322033898305
06001444302,"Census Tract 4443.02, Alameda County, California",2013,4464,705,202,0,1132,0,0,215,2210,0.15793010752688172,0.04525089605734767,0.253584229390681,0.49507168458781364,0.8420698924731183,72485,444400,1233,722,511,0.5855636658556367,0.4144363341443633
06001444602,"Census Tract 4446.02, Alameda County, California",2013,4121,887,160,0,2192,0,65,221,596,0.21523901965542344,0.038825527784518324,0.531909730647901,0.14462509099733076,0.7847609803445765,103433,348100,1541,934,607,0.6060999351070734,0.39390006489292667
06001450102,"Census Tract 4501.02, Alameda County, California",2013,7765,1753,1626,143,1582,60,130,299,2172,0.225756600128783,0.2094011590470058,0.20373470701867352,0.2797166773985834,0.774243399871217,129196,658800,1248,793,455,0.6354166666666666,0.3645833333333333
06001450501,"Census Tract 4505.01, Alameda County, California",2013,3349,2117,125,0,522,0,0,120,465,0.6321289937294715,0.0373245744998507,0.15586742311137652,0.13884741713944462,0.3678710062705285,120903,526900,1226,887,339,0.7234910277324633,0.2765089722675367
06001450502,"Census Tract 4505.02, Alameda County, California",2013,4840,3158,1,0,1053,0,0,218,410,0.6524793388429752,2.0661157024793388e-4,0.2175619834710744,0.08471074380165289,0.34752066115702485,154750,683900,1600,1496,104,0.935,0.065
06001450744,"Census Tract 4507.44, Alameda County, California",2013,4870,2515,58,9,1493,0,0,135,660,0.5164271047227926,0.01190965092402464,0.30657084188911704,0.13552361396303902,0.48357289527720737,123137,640500,1580,1352,228,0.8556962025316456,0.14430379746835442
06001450745,"Census Tract 4507.45, Alameda County, California",2013,5931,2549,107,8,2557,48,0,172,490,0.4297757545102006,0.0180408025628056,0.43112459956162535,0.08261675939976396,0.5702242454897994,135035,662600,1935,1315,620,0.6795865633074936,0.32041343669250644
06001450101,"Census Tract 4501.01, Alameda County, California",2013,4590,1710,197,21,1789,19,10,326,518,0.37254901960784315,0.042919389978213505,0.389760348583878,0.11285403050108933,0.6274509803921569,124601,525500,1775,595,1180,0.3352112676056338,0.6647887323943662
06081610304,"Census Tract 6103.04, San Mateo County, California",2013,3769,1777,19,11,1346,0,0,158,458,0.4714778455823826,0.0050411249668347044,0.3571239055452375,0.12151764393738392,0.5285221544176174,106250,782800,1714,1373,341,0.8010501750291715,0.19894982497082847
06081610700,"Census Tract 6107, San Mateo County, California",2013,5617,2309,229,0,423,30,0,115,2511,0.4110735267936621,0.04076909382232508,0.07530710343599786,0.4470357842264554,0.588926473206338,65377,692300,2037,766,1271,0.3760432007854688,0.6239567992145312
06081611600,"Census Tract 6116, San Mateo County, California",2013,2254,1693,75,0,271,0,0,73,142,0.751109139307897,0.03327417923691216,0.12023070097604259,0.06299911268855368,0.24889086069210298,140833,964300,838,700,138,0.8353221957040573,0.16467780429594273
06081600200,"Census Tract 6002, San Mateo County, California",2013,4387,92,205,7,2631,0,0,106,1346,0.020971050832003648,0.04672897196261682,0.5997264645543652,0.30681559152040117,0.9790289491679963,54904,492100,1082,580,502,0.5360443622920518,0.46395563770794823
06081600300,"Census Tract 6003, San Mateo County, California",2013,4326,649,64,0,2399,0,0,263,951,0.15002311604253352,0.014794267221451687,0.5545538603791031,0.21983356449375868,0.8499768839574665,93625,581700,1293,1069,224,0.8267594740912606,0.17324052590873937
